DATE,std_RAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_dewpoint,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,RAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_RAD,rolling_std_RAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_dewpoint,rolling_std_dewpoint,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
11,1.4431128551307684,4.959677640618448,5.011545291314501,4.000339066089044,2.187477421886765,2.0378628652270168,0.001342818609833277,4.577834214118509,0.2749988448149395,9.340938948928637,1019.2560371366079,2.838884995877921e-05,3.856360191054708e-05,1.6914312557879863,0.20961179220561774,0.26738756962411253,3.5533333333333337,2.143333333333333,-2.56,1.306666666666667,5.033333333333333,2.923333333333334,0.0030897935685500456,-0.20833333333333345,0.8081695973366199,-4.720524416789764,575.191208738679,1.2421412037037035e-05,5.151258820626696e-06,1.2984193892631406,0.7380861979908282,0.6880596251269449,3.8343333333333343,0.17104652460733324,2.013333333333333,0.750691861954649,-3.1173333333333337,0.6223606988766021,0.9470000000000001,0.5346383339680651,5.001666666666666,0.19886871406055548,2.5323333333333333,0.3596158787469124,0.0030703544699399623,0.00012207879609737457,-0.5519999999999999,0.6249280452407261,0.8065281053052378,0.025101044218803666,-4.829828881060542,1.0420889004612277,550.571050553717,95.31917485109017,-3.1730709876543195e-07,7.396897711223833e-06,-1.1804968130602818e-07,3.31286236463869e-06,0.738648636578364,0.40224890579600714,0.7104824402172817,0.03153121556884208,0.678283029491756,0.0173582366525249
12,1.6275077908247941,5.368816946246057,5.12203376453704,3.3598730818941336,2.4020226151471102,2.411145099253708,0.0014745206677735036,4.874369985815674,0.2768875214431495,9.968671008437688,1033.3812632143145,3.849993449104547e-05,4.5718653383745395e-05,1.693379223840515,0.19502887046689132,0.2795059464242605,4.253333333333334,2.816666666666667,-2.316666666666667,1.3766666666666667,4.983333333333333,2.4500000000000006,0.003059100254955177,0.24999999999999983,0.7575357557888273,-5.2111512618581,688.7105710010879,5.320698302469136e-06,-8.048841907229194e-07,0.9252775391622909,0.7157757352510572,0.6461566911015916,3.8726666666666683,0.21677091509155422,2.0446666666666666,0.7794065485362784,-3.084666666666667,0.6575810516629661,0.9296666666666666,0.5153793999821162,4.999666666666666,0.19895064218215422,2.487333333333333,0.335867404760044,0.0030691267373961677,0.00012212908900794396,-0.5199999999999999,0.6595836696613634,0.8023868876638416,0.02951808530227222,-4.867576295114588,1.04905707739256,559.2673005810664,104.07203590612116,3.7148148148148144e-07,7.585860154531293e-06,-3.219536762891651e-08,3.2793182449604394e-06,0.7591759519035712,0.4064079330452299,0.7112470060409972,0.031560519901233035,0.6753946321649977,0.020138232606894527
13,1.6353705334294106,4.512996557835435,5.709383282918074,0.4968868600840014,2.03204500357441,1.1235667754301815,0.0012474038906718804,4.605762569930708,0.18547729548205238,7.515226275254607,653.8295880078219,3.4016936945625964e-05,3.683214234720993e-05,1.8866923686404795,0.2182842898262908,0.17658351648766077,4.506666666666667,3.5900000000000003,-3.3466666666666662,0.2,5.090000000000001,2.096666666666666,0.0031245793239575628,0.12166666666666667,0.7763039532939299,-3.9653784733515716,527.3226379247824,-1.4897955246913553e-06,1.7170862735422319e-06,0.5789275394205666,0.6372693421547893,0.6136205219239382,3.949666666666668,0.2881119895431616,2.113,0.8860391123658001,-3.1976666666666667,0.5849259740016065,0.7733333333333332,0.4694625243066748,5.007,0.2009879917793757,2.4086666666666665,0.3247532776709496,0.003073628423390082,0.0001233797492097419,-0.5423333333333332,0.6301656650691932,0.8031057509858917,0.028693806629216334,-4.791576379708799,1.08733452594083,548.4019484740342,100.79382237890145,-2.5926311728395026e-07,7.43583675744291e-06,1.1804968130602846e-07,3.3259698378552832e-06,0.8033098702702555,0.35168593871208315,0.7044039377400951,0.039353452012111274,0.6725909156254822,0.02635059918560557
14,1.755529850920019,3.7392681686102183,5.248164430070525,2.6784044830295226,2.122471450331256,1.7821722506633537,0.0013029136364234306,4.246701221462114,0.306856432129734,10.029758876683008,1152.5048401980077,2.8396276531181333e-05,3.63559824950954e-05,1.9408220634512752,0.1616997607418229,0.2657453197350289,4.486666666666667,1.616666666666667,-3.923333333333334,1.0833333333333333,4.316666666666666,2.6800000000000006,0.0026498560736902704,-1.1533333333333329,0.7482914170784709,-7.218406623216907,763.7040001329299,-1.4801215277777776e-05,-1.2448875483181178e-05,0.4570983759859482,0.6834055275962603,0.6119542203316555,3.9986666666666677,0.33486758024075225,2.0149999999999997,0.8807800274700391,-3.3163333333333336,0.6011561905462658,0.7949999999999999,0.4791485503821685,4.925333333333334,0.2901093876283972,2.372,0.258696638202517,0.0030234960111851306,0.00017808836822586987,-0.6506666666666664,0.6330560796643532,0.7971032426944247,0.03337858443253708,-5.1001048716736825,1.297206892967412,572.398334059257,120.84105966960549,-1.2576195987654315e-06,8.681700648514383e-06,-1.314644178180771e-06,5.097521425223321e-06,0.7497366092326105,0.36030699838052876,0.7027088585940545,0.0399083181887279,0.6661489994778357,0.03248368073384344
15,1.9656855140713336,3.2473525910462375,5.3346449536599145,1.6336828150623013,1.7713589821597884,1.7179545442449735,0.0010873775345703314,3.7906573748273975,0.23463625094759585,8.59080157409988,935.1730938753649,4.4046240561081375e-05,3.9634390352037024e-05,2.0658129470539666,0.2192616026870848,0.22990558073667008,4.756666666666667,1.523333333333333,-3.8466666666666662,0.6066666666666667,4.823333333333334,2.496666666666667,0.0029608816514516004,-1.1616666666666666,0.8356153218766301,-4.8488023675332235,477.8466628712227,-9.673996913580421e-08,8.1561597993256e-06,1.1042055527943344,0.7076456428691672,0.6884219841834465,4.075333333333335,0.4116279034081606,1.9213333333333331,0.8779988469859409,-3.3379999999999996,0.6174023639510502,0.8009999999999999,0.47605905329299475,4.898333333333333,0.2852603316097834,2.407333333333333,0.2478988244435497,0.0030069216218439015,0.0001751116962855019,-0.7083333333333331,0.6523797841104898,0.7987056264633897,0.03492683143779708,-5.197206189880783,1.2301545594089929,576.6556545305846,116.13143630109751,-6.694405864197528e-07,8.52413850630378e-06,-4.346374629903775e-07,5.9195030199504886e-06,0.7699094664645675,0.3751502464926466,0.7073670850826181,0.037129053896712214,0.6683582407105686,0.03323978773704279
16,1.8235401971370722,4.081041111251409,3.15209107751022,1.9393208907350479,1.818503237002482,1.795729288662665,0.0011163178025319952,3.110902223419785,0.2701516340888022,8.777121797572844,1014.13514688098,3.9302509186217174e-05,1.9992796801882437e-05,2.391564965169906,0.20969384521704965,0.22717272556638837,4.456666666666666,1.2600000000000002,-2.7466666666666666,0.62,4.283333333333333,2.7866666666666675,0.002629393864627025,-0.7433333333333331,0.7268927642807068,-6.705157334271429,748.2731998491449,4.856346450617284e-06,-8.69274925980755e-06,0.5906931963491444,0.7747657707712717,0.62187967223362,4.121,0.4273722464515419,1.8073333333333335,0.8829381366134432,-3.2493333333333334,0.633728531669398,0.7193333333333332,0.42185890801499626,4.788333333333333,0.2895132142658914,2.463,0.26552742761307147,0.0029393963319351924,0.00017772239750642418,-0.7209999999999998,0.6516314757951103,0.7849523762846116,0.03320884960502564,-5.54826003848674,1.0878467369052436,616.5220755213418,96.25641289473377,-1.470447530864194e-07,8.702890217350686e-06,-1.7707452195904265e-06,6.143370007700556e-06,0.7116844315908383,0.34998727327250007,0.7184759517452266,0.03916744538566777,0.6597436890861189,0.03297918027551281
17,1.8636140886096477,4.998298561085274,5.68651965152029,0.8861384650890317,1.8629756200550616,1.879009888457094,0.0011436178985188732,4.90369201748018,0.24698264901899003,8.998954534056667,863.9091361620084,4.105189694942808e-05,3.0975284805100857e-05,2.0608330353593467,0.23024459631508523,0.21098229184891443,4.426666666666667,1.7666666666666664,-4.473333333333334,0.25999999999999995,4.7366666666666655,2.1966666666666663,0.0029076799078871624,-1.3533333333333333,0.8141571227343043,-5.276349036344881,515.2188052887662,-7.0813657407407425e-06,7.2976166625544855e-06,0.864417739519071,0.6646648884629547,0.6604455087706368,4.158000000000001,0.43708970178603834,1.763,0.8715297321801899,-3.431,0.7016964452201303,0.6679999999999998,0.4451472221442207,4.755,0.2721485160988659,2.4666666666666663,0.26109456212332427,0.002918934122871947,0.00016706279498000955,-0.8339999999999999,0.6537154966935416,0.785603315613631,0.03376232313106618,-5.642981365143415,1.0082242376384092,615.2408026631136,97.64051595699436,-1.3117939814814814e-06,8.7810850978329e-06,-5.365894604819476e-07,6.632905582211085e-06,0.7550617423412828,0.33795923597050936,0.7115854952910903,0.042163480580817,0.6571737984302273,0.03166857504716167
18,2.1083986405768256,4.670087006007293,4.788112675001054,1.1880874227673361,2.226354682527875,2.1244850626938274,0.001366684048884617,4.243849166396755,0.31201442287053416,11.759222603415141,1304.1363204565873,3.369747808568605e-05,3.494483413844737e-05,1.2644922335916489,0.19574105288322585,0.27606004919295585,4.849999999999999,2.2833333333333328,-3.746666666666667,0.44999999999999996,4.03,2.8966666666666674,0.002473881075746361,-0.7316666666666669,0.6662194941309337,-9.00059539212641,1027.9350104473576,7.216801697530865e-06,-1.137569656221729e-05,0.4274943556033749,0.6721350020278453,0.5402861381674542,4.270666666666668,0.4573374365435197,1.888333333333333,0.8440938599731928,-3.398666666666667,0.6759578480539142,0.6866666666666664,0.4299468815884753,4.676666666666667,0.35393728955603315,2.521,0.28984052660764625,0.0028708479315733204,0.00021727016442521873,-0.7551666666666665,0.6077119860795006,0.7716280905339621,0.049602424814920075,-5.9379278420336785,1.4676397118910043,659.0578335388196,162.02578281708222,9.151601080246911e-07,7.661572388052834e-06,-1.2609852321325766e-06,7.418240128851064e-06,0.6947580390169492,0.3371447936490787,0.7086995850016807,0.04392001687281707,0.6432948176490976,0.04747262110229424
19,1.8001787906096773,3.870948382413585,4.2942369827907525,0.6117245266880544,1.3300635193543358,1.080208579262655,0.0008164811340127283,3.6997141859164286,0.18809215034416266,5.71979936138449,690.7731404378792,2.904243236967238e-05,3.679832369766906e-05,1.0811609237866775,0.16614237010759206,0.17738841416833342,4.306666666666667,1.9300000000000004,-4.376666666666666,0.25999999999999995,4.73,2.0266666666666664,0.0029035874660745128,-1.2233333333333336,0.8419463553356495,-4.290915967913731,409.58753145842724,-5.707658179012344e-06,1.1268378670120897e-05,0.768434341051666,0.6495035586848098,0.6777347519639849,4.333666666666668,0.40704733246171476,1.9759999999999995,0.791630291561988,-3.4723333333333337,0.7420875626348168,0.6839999999999997,0.4327768506622506,4.674,0.3533675734632541,2.4863333333333335,0.3277210873763105,0.002869210954848261,0.0002169204349313045,-0.7481666666666665,0.6011924621476967,0.7777504827291033,0.054396404454919646,-5.767422975328584,1.5565009784675068,639.1039327466763,180.13325456230123,8.126157407407404e-08,7.904006355276376e-06,-4.2927156838555684e-08,8.414928763451193e-06,0.7465161666333945,0.29899591982405727,0.6999535225457256,0.04630941453603112,0.643843188434808,0.04787424117025664
20,1.8909372486047547,4.090736661871747,4.148928680442976,2.2038341719537935,2.013734450413363,1.7645324345683413,0.0012361636596665301,3.8255737305424,0.25311394514586666,9.381934704835587,1002.618012400455,3.076217093608695e-05,2.1316972744980984e-05,2.2510226498052144,0.14815398681058914,0.22818417963265006,4.723333333333331,2.363333333333333,-3.5466666666666673,0.9033333333333334,4.673333333333334,2.543333333333334,0.002868801710666995,-0.5916666666666668,0.7674006553818621,-5.708244597191039,648.6932783853148,7.332889660493828e-06,-9.122020828193118e-07,1.1657974074124382,0.6652849982314234,0.6298497736428111,4.432,0.36421808688588614,2.129333333333333,0.686513467268298,-3.488333333333334,0.741760085668781,0.7066666666666663,0.4382512949562891,4.67,0.3530991537028638,2.509666666666667,0.3220284858192091,0.002866755489760671,0.00021675566109369013,-0.6795,0.5724368799103369,0.7742532437237934,0.053757956397087046,-5.694552547059706,1.5386283145908348,638.2482906097713,180.05779012049217,7.971373456790122e-07,8.230786056511612e-06,-6.439073525783376e-08,8.417057512275735e-06,0.8180765436561976,0.30575369216569964,0.6908536664040408,0.04281979883728914,0.6378408887446083,0.04514704853311246
21,1.8019019326013954,3.979060132773804,4.26423242341685,3.4182555879231464,1.9556461142389567,1.7789833077337747,0.001200505189298427,3.7363944757159833,0.30161970455364157,10.093568564177533,1179.6343824993062,3.375046078009218e-05,3.849247753811037e-05,1.6203770851740606,0.16912608633013823,0.25444511758428906,4.306666666666666,2.5466666666666673,-3.533333333333334,0.9633333333333334,4.5600000000000005,2.493333333333333,0.0027992301998519616,-0.4933333333333335,0.7665279891149402,-6.297426610209573,729.4975625147882,1.1415316358024694e-06,-1.8244041656386214e-06,0.18767740009005696,0.661865388080583,0.6256827556517786,4.507333333333333,0.2056954478931192,2.169666666666666,0.6991590186311931,-3.585666666666667,0.6664463524851343,0.6723333333333331,0.39758545940572865,4.622666666666667,0.3299487427457572,2.4666666666666663,0.28751382146057664,0.002837699152890863,0.0002025444046265593,-0.708,0.5531418678114376,0.7700890829016255,0.0524353772082811,-5.8522427664016865,1.5082166842130014,653.6789259873822,180.66434777577243,-3.308506944444442e-07,7.164603013836697e-06,-7.619570338843656e-07,8.223613520832308e-06,0.7070023447388892,0.31352244943341373,0.6832315854130162,0.04018051435697152,0.6316032017970917,0.04160811252785136
22,1.5860889511372116,4.370382292123922,3.3486727513154078,0.6601985072427211,1.566179919495166,1.9980133811524807,0.0009614250283010051,3.4842374947095998,0.17743998064878724,6.433662586766962,613.2642588098884,3.2261519106800814e-05,3.0378148087057183e-05,1.7898234953124486,0.2009082274138346,0.17621529743830225,4.086666666666668,2.39,-2.4866666666666664,0.2,5.213333333333335,2.5033333333333334,0.0032002894974915695,-0.048333333333333194,0.8315821651658607,-3.143650160642164,402.42632145523345,5.16591435185185e-06,1.0517153425446172e-05,0.5588254918492584,0.7262482839325155,0.7062500769084817,4.490666666666667,0.23344336030209978,2.127,0.6675946319381187,-3.6026666666666665,0.6317442051501067,0.5546666666666664,0.3351992221329259,4.645666666666668,0.3641294370324653,2.472,0.2876649285385886,0.0028518180771445025,0.0002235267799992039,-0.7378333333333333,0.5013525225346451,0.7774937238393289,0.055598506292250265,-5.645492656280093,1.731103617325935,625.0505010327968,196.4861451132612,-3.4632908950617274e-07,7.151191440867536e-06,3.702467277325436e-07,8.963184023145482e-06,0.670357140007586,0.30651274137414786,0.6842788402811621,0.04124535103925887,0.6376125403777808,0.04781950516073581
23,1.716572366565177,4.0191567137467,3.6977859172287366,2.6400997020532406,2.1220273325289667,1.7470138726593927,0.001302641007483856,3.448337930475872,0.28572857357090503,10.454962702741524,1163.7846633269885,3.199615722844073e-05,3.477244470415816e-05,1.7130464114012443,0.1814561879424081,0.2810732387069937,4.260000000000001,2.549999999999999,-2.15,0.6766666666666666,4.89,2.0633333333333335,0.0030018060695780908,0.2,0.7657299369021705,-5.487913320970904,707.055671585141,2.882851080246913e-06,-5.204917766674893e-06,1.8081561565398714,0.7333509849577997,0.6698029038660529,4.465999999999999,0.2443424029441949,2.0229999999999992,0.4644642473183876,-3.4829999999999997,0.7812674886931417,0.602333333333333,0.31226788910789616,4.6256666666666675,0.34182173536133115,2.4686666666666666,0.29264734602555775,0.002839540751706555,0.00020983283433974635,-0.73,0.5166523295501818,0.7764363222001531,0.055724057505863824,-5.797746141042027,1.6309749622810084,643.0238043988326,194.7662312232027,9.093557098765406e-08,7.206971443313277e-06,-3.219536762891689e-07,9.113634955257364e-06,0.7932800017195165,0.4691218127127523,0.6938870045614631,0.04025698711178267,0.6432307785719923,0.04798761670392726
24,1.6666574712390012,4.919163792129014,3.879898090852683,1.867569568169824,2.0010227270131113,2.0445722931872488,0.0012283603614134271,4.032635899613375,0.22167688135837343,8.073757215455258,877.2875327674086,2.6757814516810554e-05,3.9404097108731596e-05,1.4173716877900986,0.16388506119260066,0.20599327484157468,4.4866666666666655,3.99,-2.1533333333333333,1.1333333333333333,5.473333333333334,1.98,0.003359894728184883,0.9183333333333328,0.8136741335975862,-3.030594352671844,500.6344801085416,8.338985339506175e-06,9.39031555843408e-06,1.3892148297755167,0.664405651410871,0.6641850736870967,4.465999999999999,0.24434240294419488,2.2603333333333326,0.7514618674767235,-3.306,0.8662973572112004,0.6073333333333332,0.3211007303204802,4.741333333333334,0.41376978151958527,2.3986666666666667,0.3190115907952692,0.0029105446171560157,0.0002539993132052126,-0.5228333333333334,0.7079687732877892,0.7829745938520647,0.055890333308156875,-5.37896491398752,1.7583385339961632,616.7168523963937,194.42091114579497,2.4049556327160493e-06,5.376607936064401e-06,1.8619654278723569e-06,8.479360520445855e-06,0.8864916470984733,0.48715883810939176,0.6919870169429243,0.04124293124157555,0.6484538639075363,0.04703822960162096
25,2.007560422646032,4.916236295210476,4.706860974140309,2.8660437708715696,1.7531220099038158,1.3161289459239358,0.0010761824724008619,4.573813834045472,0.1698319972686754,7.2980290963811445,577.5569880628909,2.9757605784045922e-05,3.0250267245929027e-05,1.6217582078301873,0.14861036826107638,0.17173501315395548,4.873333333333333,2.86,-2.416666666666666,1.4400000000000002,5.463333333333335,2.0433333333333334,0.0033537560654659094,0.22166666666666657,0.8365474196089795,-2.7302518123740764,386.8712820059074,-8.087461419753086e-06,-1.609768381445826e-07,1.0609747851106952,0.6977066628835842,0.700419649197606,4.477666666666666,0.2619162527541775,2.3939999999999992,0.7241867298929789,-3.163,0.8849572075864791,0.6906666666666665,0.4152429008022494,4.805333333333334,0.4731042742577874,2.3533333333333335,0.3353310507248721,0.0029498320585574465,0.00029042275705733347,-0.3845,0.704413796213771,0.7830678036252997,0.055988569019516085,-5.167109858471606,1.9468371136778437,607.6193143098621,203.55502147627533,1.6058834876543212e-06,6.3036002752557645e-06,1.0302517641253387e-06,8.19657062409932e-06,0.8821685703301092,0.48520004267685846,0.6909931189443659,0.04094231422657584,0.6496536304089523,0.04830683549783968
26,1.8633303518163389,4.300094893366195,4.180161136420076,2.957041080881865,2.2767919556242733,1.2432992815280945,0.001397645789684972,3.7385476465797685,0.30778387127472107,9.592996136951005,1232.2785419636875,3.903093955213614e-05,3.611695046855644e-05,1.7101513976280087,0.19827595308640814,0.29588717533613607,4.880000000000001,3.423333333333334,-1.906666666666667,0.8066666666666668,4.963333333333334,1.9799999999999998,0.00304682292951723,0.7583333333333333,0.7720339384938196,-5.06707685459234,721.355024245732,6.2300540123456796e-06,-8.048841907229213e-06,0.46865610846234024,0.7081182695894203,0.6503193506152828,4.5200000000000005,0.2907673967492674,2.6103333333333323,0.6687955822702464,-3.079,0.9651035254390142,0.7093333333333331,0.41590834697853785,4.873333333333334,0.437250104998258,2.272666666666667,0.3159731196568447,0.0029915749650464675,0.0002684130918420092,-0.23433333333333337,0.7758576298061357,0.787581921046611,0.05267807610710906,-5.003301810503697,1.8704621687641692,604.9274967495209,201.65748141434696,1.7432542438271605e-06,6.396588710599809e-06,1.0946424993831725e-06,8.11381305947245e-06,0.8699648615414288,0.49478582236528673,0.6843283688261808,0.0296604534639315,0.6524975982471186,0.047317041917451605
