DATE,RAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,lcl,tendt,tendq,bowen,R2,R1
1971043,8.2,6.0,-8.5,0.0,4.6,2.9,0.028237848507278555,7.25,4.600022497385846,-3283.191012960513,2.089583333333333e-05,-1.6097683814458513e-05,-1.2980645895507803,0.34505290727298743,5.012970444913502
1971044,11.2,12.0,-6.0,0.0,5.3,2.9,0.03253491241056007,9.0,4.7205983632623605,-3421.202175991718,2.0315393518518516e-05,0.00011268378670120888,0.18028674854872065,0.2790673432469059,3.864588441685747
1971045,11.2,13.4,-4.5,0.0,6.1,2.9,0.03744584258573896,8.95,5.479534058827393,-3823.0757608064687,-5.80439814814823e-07,0.00012878147051566756,-0.0045071687137180705,0.2852547758192426,4.078760281622823
1971046,9.3,12.5,0.0,0.0,7.5,2.9,0.046039970392301996,6.25,8.188874456773021,-4832.00866469898,-3.1343749999999986e-05,0.0002253675734024179,-0.13907834888044152,0.4219818527849672,5.377242427886075
1971047,4.8,7.3,2.7,1.2,7.4,5.0,0.04542610412040464,2.3,10.674411981852415,-5359.296298569203,-4.5854745370370363e-05,-1.609768381445833e-05,2.8485306270698003,0.72575941502132,7.52983427822055
1971048,4.9,5.6,2.6,0.0,8.1,2.9,0.049723168023686155,1.4999999999999998,12.432343673811722,-5772.527545276504,-9.287037037037036e-06,0.00011268378670120888,-0.08241679933655802,0.8101321911269418,9.311470748972617
1971049,4.9,6.4,2.9,28.9,7.7,5.0,0.04726770293609672,1.7500000000000002,11.577376600508414,-5567.98101588455,2.9021990740740787e-06,-6.439073525783351e-05,-0.045071687137180336,0.7830440767531494,8.352872690283464
1971050,5.0,11.9,1.0,0.9,8.6,3.7,0.05279249938317296,5.45,10.000258365923303,-5396.679198686495,4.295254629629629e-05,0.0001448791543301257,0.29647154205789616,0.47187620894471866,6.4632551399416345
1971051,5.0,7.9,2.5,2.4,7.2,5.0,0.04419837157660992,2.7,10.079650990153242,-5214.145187206844,-3.1924189814814814e-05,-0.0002253675734024179,0.14165387385970898,0.6868156529393629,7.0219263321959335
1971052,5.1,2.9,0.0,6.0,6.4,2.4,0.03928744140143104,1.45,9.751512898182963,-5027.758242647822,-1.4510995370370372e-05,-0.00012878147051566737,0.11267921784295035,0.8122340667789995,8.79386763558202
1971053,5.2,3.6,1.5,1.2,6.9,2.9,0.042356772760917843,1.05,10.856540869818748,-5317.182332508304,-4.643518518518517e-06,8.048841907229221e-05,-0.05769175953559049,0.8613532640129336,9.05395272012474
1971054,5.2,3.0,-0.3,9.5,6.5,1.9,0.0399013076733284,1.65,9.768258033915282,-5046.464785308449,6.9652777777777755e-06,-6.439073525783388e-05,-0.10817204912923196,0.7891115513375223,8.873032935923032
1971055,5.3,2.5,1.0,1.6,6.3,3.7,0.03867357512953367,0.75,10.09163885586805,-5079.673455396704,-1.0447916666666665e-05,-3.219536762891703e-05,0.3245161473876951,0.8982532524856986,8.903033013026906
1971056,5.4,4.4,0.5,0.0,6.3,2.9,0.03867357512953367,1.9500000000000002,9.253553411885932,-4908.972258139508,1.3930555555555556e-05,0.0,,0.7577381164169978,7.781601000067066
1971057,10.8,6.5,-0.5,0.0,6.1,2.4,0.03744584258573896,3.5,8.009702900255316,-4592.894914148816,1.7993634259259255e-05,-3.219536762891666e-05,-0.5588889205010367,0.6090968305249302,6.4988048104091725
1971058,12.4,1.3,-5.0,0.1,3.3,5.0,0.020257586972612877,3.15,4.3644725113588505,-3003.480059358833,-4.0630787037037044e-06,-0.00045073514680483593,0.009014337427436027,0.6285900171145938,4.979489999230115
1971059,13.3,-1.4,-7.6,0.0,3.0,4.4,0.0184159881569208,3.0999999999999996,3.974397271205822,-2782.0357666598297,-5.804398148148178e-07,-4.829305144337518e-05,0.012019116569914787,0.626821041340881,5.496892746843244
1971060,11.1,2.1,-10.5,0.0,3.5,2.9,0.0214853195164076,6.3,3.712633038061741,-2720.9656878592377,3.7148148148148145e-05,8.048841907229212e-05,0.46153407628472454,0.387757673542546,4.984308698729155
1971061,8.0,0.5,-6.7,0.0,4.2,3.7,0.02578238341968912,3.6,5.410276410434965,-3547.1180545386283,-3.134374999999999e-05,0.00011268378670120896,-0.2781566977608831,0.5849888079218947,6.749884575501728
1971062,7.8,0.5,-5.0,0.3,3.9,1.9,0.02394078460399704,2.75,5.32741754746097,-3472.861939894363,-9.867476851851853e-06,-4.8293051443375276e-05,0.20432498168854993,0.6658776939886772,6.258794163618176
1971063,5.8,-0.5,-8.5,0.0,3.7,3.7,0.02271305206020232,4.0,4.618347063201133,-3169.8192459629877,1.4510995370370369e-05,-3.2195367628916844e-05,-0.4507168713718013,0.5472937312338736,6.372364825075231
1971064,11.0,0.6,-5.5,7.3,3.8,3.7,0.02332691833209968,3.05,5.077620366836389,-3366.0636973676483,-1.1028356481481482e-05,1.6097683814458422e-05,-0.6850896444851381,0.6364984123137184,6.049648979527466
1971065,5.9,0.0,-6.4,5.5,4.7,4.4,0.02885171477917592,3.2,6.248774639325473,-3899.7985929853785,1.7413194444444483e-06,0.0001448791543301258,0.01201911656991473,0.6206653031823898,7.858430040381172
1971066,9.6,4.5,-3.0,1.3,5.5,4.4,0.0337626449543548,3.75,7.067746437904068,-4257.921812266502,6.38483796296296e-06,0.00012878147051566737,0.04957885585089812,0.5821420432766757,6.705409957410641
1971067,11.6,2.0,-7.0,0.1,4.2,2.9,0.02578238341968912,4.5,5.076369232242591,-3423.6863234248044,8.70659722222222e-06,-0.0002092698895879595,-0.04160463428047396,0.513270011368742,6.0573364141133
1971068,6.1,0.0,-2.8,9.2,5.0,5.0,0.030693313594867995,1.4,7.578133564385284,-4318.9295829202365,-3.5987268518518516e-05,0.0001287814705156673,-0.279444460250517,0.8141989945776877,8.383618271521453
1971069,8.0,4.8,-5.8,6.4,4.8,5.0,0.02946558105107328,5.3,5.504955887075929,-3665.8177199462666,4.527430555555555e-05,-3.2195367628916756e-05,-1.4062366386800238,0.4617444355958365,5.7000374125638675
1971070,16.8,4.0,-2.0,0.0,4.0,5.0,0.0245546508758944,3.0,5.370711652139424,-3503.404432694231,-2.670023148148148e-05,-0.00012878147051566737,0.20732976083102858,0.6492670541625571,5.004989804887264
1971071,13.6,0.8,-3.9,0.0,4.0,5.0,0.0245546508758944,2.35,5.626283880699423,-3592.3264448767527,-7.54571759259259e-06,0.0,,0.7078803871357635,6.287022913804257
1971072,18.2,2.0,-12.7,0.0,2.8,6.0,0.01718825561312608,7.35,2.749468704138805,-2053.2239180886645,5.8043981481481476e-05,-0.0001931722057735011,-0.3004779142478675,0.3275022089922417,3.9956020398629772
1971073,16.6,11.3,-4.5,0.0,5.3,2.9,0.03253491241056007,7.9,5.0902013507648265,-3574.427518659933,6.38483796296297e-06,0.0004024420953614604,0.01586523387228743,0.3274771843840258,4.050910903013302
1971074,8.8,9.4,0.0,0.1,7.7,3.7,0.04726770293609672,4.7,9.38332963028646,-5140.239704316987,-3.7148148148148145e-05,0.00038634441154700253,-0.09615293255931753,0.5185216857204856,6.798937841318378
1971075,7.9,10.7,2.4,3.9,8.7,2.9,0.053406365655070315,4.1499999999999995,11.093087960477586,-5626.88510715814,-6.38483796296297e-06,0.00016097683814458405,-0.03966308468071861,0.5647793596108583,7.089728957432826
1971076,6.7,8.2,4.5,0.2,9.4,2.4,0.05770342955835184,1.8499999999999996,14.1874270609215,-6239.131589583982,-2.670023148148148e-05,0.00011268378670120906,-0.2369482980926039,0.7748882126397121,9.11508602251575
1971077,12.1,14.6,5.2,0.0,9.3,3.7,0.05708956328645448,4.699999999999999,11.451164182118452,-5777.925301425528,3.3085069444444436e-05,-1.609768381445833e-05,-2.0552689334554253,0.5325461941726132,5.889397759033565
1971078,11.7,17.2,0.4,0.0,8.1,6.7,0.049723168023686155,8.4,7.6527282941308625,-4767.6978932303355,4.2952546296296304e-05,-0.00019317220577350127,-0.22235365654342182,0.32083744690144494,4.299489424273459
1971079,19.1,21.6,1.6,0.0,8.3,6.0,0.05095090056748088,10.0,7.040553121337609,-4614.346211021818,1.857407407407407e-05,3.219536762891703e-05,0.5769175953559023,0.26596792314127743,3.3501320105606234
1971080,14.7,20.0,1.1,0.0,9.8,4.4,0.06015889464594128,9.45,8.71383895333005,-5258.427233051996,-6.38483796296297e-06,0.00024146525721687625,-0.026442056453812385,0.28316881525153775,4.4099897542463475
1971081,10.3,17.5,8.1,0.1,11.5,6.0,0.0705946212681964,4.7,14.365799292315963,-6572.683854164757,-5.5141782407407396e-05,0.0002736606248457935,-0.20149695426033445,0.5401529896732509,6.139144343569875
1971082,16.6,18.3,6.0,0.4,8.1,9.4,0.049723168023686155,6.15,8.940324400498305,-5094.743325569295,1.683275462962963e-05,-0.0005473212496915868,-0.03075479828184054,0.4447623033725717,4.0177342885861265
1971083,18.3,10.6,1.8,0.0,5.5,2.9,0.0337626449543548,4.3999999999999995,6.749996846277248,-4166.826319835975,-2.0315393518518526e-05,-0.000418539779175919,0.04853873999388631,0.5447340388273478,4.419600270923556
1971084,16.2,11.0,-3.5,0.0,5.4,2.9,0.03314877868245744,7.25,5.427454779571587,-3716.775988635198,3.308506944444444e-05,-1.609768381445833e-05,-2.0552689334554257,0.36008314731719354,4.214937610891436
1971085,19.4,12.5,-4.5,0.0,5.5,5.0,0.0337626449543548,8.5,5.075561892398003,-3593.1879817813815,1.4510995370370369e-05,1.609768381445833e-05,0.9014337427436078,0.30255514714356657,3.8870719904518922
1971086,19.6,13.0,-3.6,0.0,6.3,4.4,0.03867357512953367,8.3,5.9241955020800265,-4008.5396975566587,-2.321759259259251e-06,0.0001287814705156672,-0.018028674854872015,0.31326179286768735,4.331611741517058
1971087,7.4,11.0,3.5,2.9,8.1,4.4,0.049723168023686155,3.75,10.583686620271438,-5444.213369356078,-5.2820023148148145e-05,0.0002897583086602518,-0.1822899346437062,0.5984883652362645,6.446768425037246
1971088,7.5,10.0,5.2,5.4,9.6,3.7,0.05893116210214656,2.4,13.946262127482598,-6233.522271552887,-1.5671875e-05,0.00024146525721687644,-0.06490322947753936,0.7206625780875083,8.253443061974764
1971089,7.6,9.2,4.5,8.1,9.4,2.4,0.05770342955835184,2.3499999999999996,13.686891843417857,-6164.781705322471,-5.804398148148178e-07,-3.2195367628916844e-05,0.018028674854872147,0.7242031944343469,8.51672667336761
1971090,8.6,11.4,3.6,23.6,8.6,3.7,0.05279249938317296,3.9000000000000004,11.154152789893029,-5624.036153531435,1.7993634259259265e-05,-0.00012878147051566737,-0.13972223012525845,0.5869423876792865,6.686549267866743
1971091,14.1,10.0,4.2,0.0,8.0,9.4,0.0491093017517888,2.9,11.09772129344173,-5526.82219327888,-1.16087962962963e-05,-9.658610288675055e-05,0.12019116569914705,0.6720456657908659,6.8050507853734885
1971092,7.8,8.5,5.0,0.0,9.2,3.7,0.05647569701455711,1.75,13.967705176952022,-6176.774543647586,-1.335011574074074e-05,0.00019317220577350089,-0.0691099202770096,0.7862513880475672,8.730491025138484
1971093,7.8,9.6,6.0,0.1,9.6,5.0,0.05893116210214656,1.7999999999999998,14.56050380031143,-6322.990786112647,5.804398148148128e-07,6.439073525783388e-05,0.009014337427435968,0.7824795855255072,8.48039456180723
1971094,17.4,18.3,6.7,0.0,11.3,4.4,0.06936688872440168,5.800000000000001,13.050416250418237,-6336.0023141745005,4.643518518518519e-05,0.0002736606248457933,0.1696816456929134,0.4667471087845166,5.724584366463403
1971095,10.5,18.8,7.5,0.0,12.7,2.9,0.07796101653096471,5.65,14.960037818985892,-6831.828198773864,-1.7413194444444483e-06,0.00022536757340241775,-0.007726574937802331,0.47783707311713586,6.294104438649795
1971096,15.9,18.5,8.5,1.2,11.7,4.4,0.07182235381199112,5.0,14.329296692253028,-6595.611431506757,-7.545717592592595e-06,-0.00016097683814458405,0.04687455462266741,0.5211700312355082,5.871725369622328
1971097,8.6,16.9,9.7,1.4,11.8,1.9,0.07243622008388849,3.5999999999999996,15.964832542060208,-6844.42625305017,-1.6252314814814818e-05,1.6097683814458696e-05,-1.0096057918728178,0.6250932535693371,6.560303452642518
1971098,11.2,15.6,7.6,0.0,11.2,5.0,0.06875302245250432,4.0,14.671012513943106,-6574.96238066875,4.643518518518522e-06,-9.658610288675073e-05,-0.04807646627965875,0.5891538900843479,6.73667645621844
1971099,8.2,11.4,7.4,0.0,10.7,5.0,0.06568369109301751,2.0,16.11266379330091,-6700.480583048599,-2.321759259259259e-05,-8.048841907229239e-05,0.28845879767795185,0.7640614896676544,8.442629445856873
1971100,12.8,16.9,7.8,0.0,10.3,5.0,0.06322822600542807,4.549999999999999,12.901249455617197,-6171.180625926972,2.9602430555555542e-05,-6.439073525783369e-05,-0.4597312087992371,0.5497269025218086,5.667004108692413
1971101,12.9,17.0,4.4,0.0,10.0,2.9,0.06138662718973599,6.3,11.058458409359442,-5800.161806548553,2.0315393518518526e-05,-4.8293051443375364e-05,-0.42066907994701386,0.43192550982561007,5.4505009158422855
1971102,12.3,17.5,5.5,0.0,9.4,3.7,0.05770342955835184,6.0,10.573060787393038,-5623.114224721168,-3.4826388888888865e-06,-9.658610288675036e-05,0.03605734970974415,0.4518211288419665,4.945455508588936
1971103,11.5,17.5,9.9,0.0,8.5,3.7,0.05217863311127559,3.8,11.095690561676495,-5598.862295824899,-2.553935185185185e-05,-0.0001448791543301261,0.1762803763587486,0.6099204231115757,4.451775730637816
1971104,13.2,11.2,3.0,0.0,8.5,2.9,0.05217863311127559,4.1,10.862389134102953,-5554.891894597287,3.4826388888888865e-06,0.0,,0.5700919957892728,6.691880794171942
1971105,18.6,10.7,-2.0,0.0,6.1,4.4,0.03744584258573896,6.35,6.555030868828211,-4189.96783588075,2.6119791666666665e-05,-0.00038634441154700193,-0.06760753070577023,0.410608163985825,4.881925887427299
1971106,23.1,14.5,-4.1,0.0,6.2,2.9,0.03805970885763632,9.3,5.441470115665894,-3820.646731316942,3.4245949074074086e-05,1.6097683814458513e-05,2.1273836328748907,0.27370608167270427,3.8613288408429196
1971107,24.7,15.7,-2.3,0.0,6.6,3.7,0.04051517394522575,9.0,5.927373693066143,-4046.3796066454015,-3.4826388888888966e-06,6.439073525783351e-05,-0.05408602456461643,0.2897362140330544,3.815660035629641
1971108,17.0,18.5,2.8,0.0,8.4,5.0,0.05156476683937824,7.85,8.257722080678139,-4966.919838229709,-1.3350115740740745e-05,0.0002897583086602518,-0.04607328018467301,0.35105447771264897,4.117787067924942
1971109,24.8,19.0,0.3,0.0,8.7,4.4,0.053406365655070315,9.35,7.73302758763791,-4864.294582394107,1.741319444444444e-05,4.829305144337518e-05,0.36057349709744163,0.2844413503971517,4.136864610375983
1971110,18.7,14.2,4.8,0.1,8.3,4.4,0.05095090056748088,4.699999999999999,10.153751880364904,-5386.909703957915,-5.3980902777777774e-05,-6.439073525783351e-05,0.8383333807515528,0.5314850207650906,5.3590213957219355
1971111,24.5,18.4,-2.2,0.0,7.7,2.4,0.04726770293609672,10.299999999999999,6.375528892376232,-4330.967901233527,6.500925925925924e-05,-9.658610288675055e-05,-0.6730705279152231,0.24597564508601513,3.7740574921112926
1971112,24.6,22.0,-1.0,0.0,8.3,2.9,0.05095090056748088,11.5,6.363367792748946,-4396.151433699428,1.3930555555555566e-05,9.658610288675055e-05,0.1442293988389765,0.2150151538442235,3.2649985752069117
1971113,23.1,25.0,1.1,0.0,8.7,3.7,0.053406365655070315,11.95,6.488834712362205,-4483.947864602108,5.223958333333325e-06,6.439073525783351e-05,0.08112903684692434,0.20892353296970606,2.8617621061060006
1971114,11.2,22.7,9.5,0.0,9.8,4.4,0.06015889464594128,6.6,10.599705679561369,-5682.380592516755,-6.210706018518517e-05,0.00017707452195904274,-0.35073967444932874,0.43028925144629365,3.744664667934033
1971115,11.5,19.0,10.3,0.0,12.1,6.0,0.07427781889958056,4.35,15.554736943053923,-6831.676039647157,-2.6119791666666665e-05,0.00037024672773254384,-0.0705469885625428,0.5701433778715667,5.9033433852514605
1971116,19.5,21.0,9.4,0.3,11.5,3.7,0.0705946212681964,5.8,13.298941623605398,-6404.871933658011,1.683275462962963e-05,-9.658610288675036e-05,-0.1742771902637635,0.4741944900481553,4.932610533829966
1971117,23.7,23.9,4.5,0.0,9.4,5.0,0.05770342955835184,9.7,8.195912727953667,-5075.655740655087,4.527430555555554e-05,-0.00033805136010362717,-0.13392729892190652,0.2840214285930007,3.3242240250248245
1971118,19.0,25.0,4.7,0.0,10.5,3.7,0.0644559585492228,10.15,8.94395493887821,-5401.885049581051,5.223958333333345e-06,0.00017707452195904274,0.02950146794433614,0.269645744331588,3.5001475799193584
1971119,26.0,19.8,7.5,0.0,9.5,3.7,0.058317295830249194,6.15,10.581260617723936,-5638.302415087303,-4.643518518518518e-05,-0.00016097683814458443,0.28845879767795246,0.4489762829244671,4.3301523055110644
1971120,21.8,24.6,5.1,0.0,11.8,4.4,0.07243622008388849,9.75,10.416473597428212,-5903.502270680663,4.179166666666666e-05,0.00037024672773254417,0.11287518170006834,0.28398189472912333,4.0646679255565
1971121,24.5,23.6,6.6,0.0,13.2,4.4,0.0810303478904515,8.5,12.807902816872991,-6551.96956579371,-1.4510995370370369e-05,0.00022536757340241737,-0.06438812448168606,0.33455416762897466,4.878395315101042
1971122,10.7,20.0,12.5,0.0,15.3,2.4,0.09392153960029609,3.75,20.966585951187216,-7970.367133050746,-5.51417824074074e-05,0.00033805136010362755,-0.16311658202027063,0.6197844629183437,7.168895029562855
1971123,19.0,26.2,10.0,14.2,15.6,1.9,0.09576313841598816,8.1,15.81121112892262,-7364.737178649311,5.049826388888888e-05,4.8293051443375e-05,1.0456631415825848,0.36077156530861787,5.01801671525018
1971124,21.0,25.1,13.8,0.6,15.7,2.9,0.09637700468788553,5.65,18.87081390554912,-7789.877501146358,-2.8441550925925913e-05,1.6097683814458696e-05,-1.7668101357774306,0.4948470370126468,5.403805685739455
1971125,26.0,26.0,10.3,0.0,13.0,6.0,0.0798026153466568,7.85,13.171978496465824,-6588.64773844029,2.553935185185184e-05,-0.0004346374629903779,-0.05876012545291623,0.37246641305830114,4.158844488685597
1971126,9.7,19.0,11.8,6.7,14.3,2.4,0.08778287688132248,3.5999999999999996,19.672699551064127,-7675.0277083165865,-4.933738425925926e-05,0.0002092698895879598,-0.2357595942560188,0.629857500200129,7.082979649430992
1971127,9.7,13.2,10.0,32.6,11.5,2.9,0.0705946212681964,1.5999999999999996,17.917518612877423,-7046.593268568843,-2.321759259259259e-05,-0.0004507351468048358,0.05151049958534872,0.8093017551176606,8.105176332692867
